,Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
144,Honda,2004,Accord,Sedan,2004 Honda Accord Euro Luxury,USED,Automatic,2.4,Front,Premium,9.4,207966,Silver / Black,"Cabramatta, NSW",4,Sedan,4,5,8990
145,Ford,2017,Ranger,Ute / Tray,2017 Ford Ranger XL 3.2 (4X4),USED,Manual,3.2,4WD,Diesel,8.3,108767,- / -,"Mcgraths Hill, NSW",5,Ute / Tray,2,2,29999
146,Volkswagen,2015,Polo,Hatchback,2015 Volkswagen Polo 81 TSI Comfortline,USED,Automatic,1.2,Front,Premium,4.8,39578,White / Grey,"Leichhardt, NSW",4,Hatchback,5,5,16420
147,Mazda,2015,2,Hatchback,2015 Mazda 2 Genki,USED,Automatic,1.5,Front,Unleaded,4.9,105633,Red / Grey,"Brookvale, NSW",4,Hatchback,5,5,16990
148,Hyundai,2015,Veloster,Hatchback,2015 Hyundai Veloster,USED,Automatic,1.6,Front,Unleaded,6.4,138263,White / Black,"Minchinbury, NSW",4,Hatchback,3,4,21995
149,Toyota,2006,Corolla,Hatchback,2006 Toyota Corolla Ascent Seca,USED,Automatic,1.8,Front,Unleaded,7.4,238016,Silver / Black,"Kurri Kurri, NSW",4,Hatchback,5,5,5999
150,Mitsubishi,2021,Outlander,SUV,2021 Mitsubishi Outlander ES 5 Seat (awd),USED,Automatic,2.4,AWD,Unleaded,7.2,51311,Red / -,"Ryde, NSW",4,SUV,4,5,30888
151,Toyota,2022,Yaris,Hatchback,2022 Toyota Yaris ZR Hybrid,USED,Automatic,1.5,Front,Hybrid,3.3,17984,Brown / Black,"East Maitland, NSW",3,Hatchback,5,5,39990
152,Honda,2022,CR-V,SUV,2022 Honda CR-V VTI X (2WD) 5 Seats,USED,Automatic,1.5,Front,Unleaded,7.3,21532,Grey / -,"Banksia, NSW",4,SUV,4,5,39990
153,MG,2022,ZS,Alto Blacktown MG,2022 MG ZS Excite,DEMO,Automatic,1.5,Front,Unleaded,7.1,15,Blue / Knight Black Synthetic Leather,"Blacktown, NSW",4,SUV,4,5,23690
154,Mitsubishi,2015,Triton,Ute / Tray,2015 Mitsubishi Triton GLX (4X4),USED,Manual,2.4,4WD,Diesel,7.2,154276,Silver / -,"Adamstown, NSW",4,Ute / Tray,4,5,28990
155,Kia,2013,RIO,Hatchback,2013 Kia RIO S,USED,Manual,1.4,Front,Unleaded,5.7,131990,Silver / Grey,"Smeaton Grange, NSW",4,Hatchback,5,5,11490
156,Toyota,2018,Hilux,Ute / Tray,2018 Toyota Hilux SR (4X4),USED,Automatic,2.8,4WD,Diesel,8.5,37726,White / -,"Cardiff, NSW",4,Ute / Tray,4,5,49913
157,Mazda,2018,3,Hatchback,2018 Mazda 3 SP25,USED,Automatic,2.5,Front,Unleaded,6.1,50304,White / Black,"Jamisontown, NSW",4,Hatchback,5,5,23400
158,Hyundai,2013,Accent,Sedan,2013 Hyundai Accent Active,USED,Automatic,1.6,Front,Unleaded,6.4,103629,Silver / Black,"Minchinbury, NSW",4,Sedan,4,5,12995
159,Mercedes-Benz,2005,C200,Sedan,2005 Mercedes-Benz C200 Kompressor Classic,USED,Automatic,1.8,Rear,Unleaded,9.5,98800,Black / Black Leather,"Brookvale, NSW",4,Sedan,4,5,9888
160,Mazda,2015,BT-50,Ute / Tray,2015 Mazda BT-50 XT (4X4),USED,Automatic,3.2,4WD,Diesel,9.2,31931,White / -,"Smithfield, NSW",5,Ute / Tray,4,5,38800
161,Suzuki,2011,Swift,Hatchback,2011 Suzuki Swift GL,USED,Automatic,1.4,Front,Unleaded,6.2,158817,Black / -,"Minchinbury, NSW",4,Hatchback,5,5,11800
162,Volkswagen,2016,Golf,Hatchback,2016 Volkswagen Golf 92 TSI,USED,Manual,1.4,Front,Premium,5.7,89757,Grey / Grey,"Croydon, NSW",4,Hatchback,5,5,16990
163,Mercedes-Benz,2011,E250,Sedan,2011 Mercedes-Benz E250 CGI Avantgarde,USED,Automatic,1.8,Rear,Premium,7.6,120209,Silver / Black,"Granville, NSW",4,Sedan,4,5,18990
164,Toyota,2004,Camry,Sedan,2004 Toyota Camry Sportivo,USED,Automatic,2.4,Front,Unleaded,9.5,95362,Gold / -,"Minchinbury, NSW",4,Sedan,4,5,12995
165,Toyota,2018,C-HR,SUV,2018 Toyota C-HR Koba (awd),USED,Automatic,1.2,AWD,Premium,5.6,67615,- / Black,"Richmond, NSW",4,SUV,4,5,32980
166,Peugeot,2017,308,Hatchback,2017 Peugeot 308 Active,USED,Automatic,1.2,Front,Premium,5.1,41522,Red / Black,"Cardiff, NSW",3,Hatchback,5,5,18777
167,Audi,2018,Q2,SUV,2018 Audi Q2 1.4 Tfsi Design,USED,Automatic,1.4,Front,Premium,5.3,38238,Yellow / -,"Rozelle, NSW",4,SUV,4,5,35800
168,Kia,2018,Sorento,SUV,2018 Kia Sorento SLI (4X4),USED,Automatic,2.2,AWD,Diesel,7.2,157465,White / -,"Granville, NSW",4,SUV,4,7,28950
169,BMW,2017,218I,Hatchback,2017 BMW 218I Active Tourer Sport Line,USED,Automatic,1.5,Front,Premium,5.2,44286,White / -,"Rozelle, NSW",3,Hatchback,4,5,26800
170,Honda,2010,Accord,Sedan,2010 Honda Accord Euro Euro,USED,Automatic,2.4,Front,Premium,8.9,191701,Red / Black  Cloth,"Granville, NSW",4,Sedan,4,5,10499
171,Toyota,2015,Landcruiser,Ute / Tray,2015 Toyota Landcruiser Workmate (4X4),USED,Manual,4.5,4WD,Diesel,11.5,217658,White / -,"Cardiff, NSW",8,Ute / Tray,2,3,56913
172,Subaru,2013,Forester,SUV,2013 Subaru Forester 2.5I,USED,Automatic,2.5,AWD,Unleaded,8.1,121608,Black / -,"Pendle Hill, NSW",4,SUV,4,5,16950
173,Renault,2014,Megane,Wagon,2014 Renault Megane GT-Line,USED,Automatic,1.2,Front,Premium,5.6,112133,Black / Grey,"Croydon, NSW",4,Wagon,4,5,13999
174,Renault,2018,Trafic,Commercial,2018 Renault Trafic LWB,USED,Manual,1.6,Front,Diesel,6.2,153438,White / -,"Liverpool, NSW",4,Commercial,4,3,31950
175,Holden,2016,Cruze,Sedan,2016 Holden Cruze SRI Z-Series,USED,Manual,1.6,Front,Unleaded,7.4,139558,Black / Black,"Granville, NSW",4,Sedan,4,5,12990
176,Rolls-Royce,2011,Ghost,Sedan,2011 Rolls-Royce Ghost,USED,Automatic,6.6,Rear,Premium,13.6,45385,Silver / -,"Rushcutters Bay, NSW",12,Sedan,4,5,329990
177,Kia,2015,Cerato,Hatchback,2015 Kia Cerato S,USED,Automatic,1.8,Front,Unleaded,7.1,103354,White / Black,"Cardiff, NSW",4,Hatchback,5,5,15888
178,Toyota,2012,Tarago,Wagon,2012 Toyota Tarago GLI,USED,Automatic,2.4,Front,Unleaded,8.9,115000,White / Grey,"Brookvale, NSW",4,Wagon,4,8,22999
179,Toyota,2017,Camry,Sedan,2017 Toyota Camry Altise,USED,Automatic,2.5,Front,Unleaded,7.9,97480,- / Car,"Kirrawee, NSW",4,Sedan,4,5,23999
180,Honda,2020,HR-V,SUV,2020 Honda HR-V RS Crimson Interior,USED,Automatic,1.8,Front,Unleaded,6.7,29007,Grey / -,"Banksia, NSW",4,SUV,4,5,34990
181,Toyota,2006,Camry,Sedan,2006 Toyota Camry Altise,USED,Automatic,2.4,Front,Unleaded,9.9,260901,Blue / -,"Lansvale, NSW",4,Sedan,4,5,6990
182,Hyundai,2018,Iload,Commercial,2018 Hyundai Iload 3S Twin Swing,USED,Automatic,2.5,Rear,Diesel,8.8,57505,Grey / -,"Sylvania, NSW",4,Commercial,4,3,35995
183,Subaru,2009,Impreza,Sedan,2009 Subaru Impreza WRX (awd),USED,Manual,2.5,AWD,Premium,10.7,153891,Grey / Grey,"Leichhardt, NSW",4,Sedan,4,5,16420
184,Holden,2017,Astra,Hatchback,2017 Holden Astra RS,USED,Automatic,1.6,Front,Premium,6.3,128928,Red / Grey,"Granville, NSW",4,Hatchback,5,5,15984
185,Toyota,2019,Corolla,Hatchback,2019 Toyota Corolla ZR (hybrid),USED,Automatic,1.8,Front,Hybrid,4.2,60906,Silver / Black,"East Maitland, NSW",4,Hatchback,5,5,35990
186,Nissan,2015,X-Trail,SUV,2015 Nissan X-Trail ST (fwd),USED,Automatic,2.5,Front,Unleaded,7.9,188702,Red / -,"Kirrawee, NSW",4,SUV,4,5,14900
187,Mazda,2008,6,Wagon,2008 Mazda 6 Classic,USED,Automatic,2.5,Front,Premium,8.9,196135,Red / -,"Minto, NSW",4,Wagon,4,5,8950
188,Ford,2017,Ranger,Ute / Tray,2017 Ford Ranger XL 3.2 (4X4),USED,Automatic,3.2,4WD,Diesel,8.8,196114,White / Black,"Caringbah, NSW",5,Ute / Tray,4,5,36990
189,Hyundai,2009,Imax,Wagon,2009 Hyundai Imax,USED,Automatic,2.4,Rear,Premium,10.6,152352,Silver / -,"Adamstown, NSW",4,Wagon,4,8,19990
190,Toyota,2013,RAV4,SUV,2013 Toyota RAV4 GX (4X4),USED,Automatic,2.2,AWD,Diesel,6.5,165245,Silver / -,"Minchinbury, NSW",4,SUV,4,5,16995
191,Holden,2018,Colorado,Ute / Tray,2018 Holden Colorado LS (4X2),USED,Automatic,2.8,Rear,Diesel,8.8,164863,White / Grey  Cloth,"Bankstown, NSW",4,Ute / Tray,4,5,23888
192,Toyota,2016,Corolla,Hatchback,2016 Toyota Corolla Ascent,USED,Automatic,1.8,Front,Unleaded,6.1,74113,Silver / -,"Liverpool, NSW",4,Hatchback,5,5,24950
193,Mercedes-Benz,2009,C200,Sedan,2009 Mercedes-Benz C200 Kompressor Classic,USED,Automatic,1.8,Rear,Premium,8.2,73989,Silver / -,"Cardiff, NSW",4,Sedan,4,5,13913
194,Hyundai,2009,Imax,Wagon,2009 Hyundai Imax,USED,Automatic,2.4,Rear,Premium,10.6,240239,Grey / -,"Minchinbury, NSW",4,Wagon,4,8,15990
195,Nissan,2018,Navara,Ute / Tray,2018 Nissan Navara ST-X (4X4),USED,Manual,2.3,4WD,Diesel,6.5,62782,Silver / -,"Windsor, NSW",4,Ute / Tray,4,5,41990
196,Toyota,2017,Hilux,Ute / Tray,2017 Toyota Hilux SR (4X4),USED,Automatic,2.8,4WD,Diesel,8.5,162384,White / -,"Blacktown, NSW",4,Ute / Tray,4,5,37888
197,Kia,2021,Picanto,Hatchback,2021 Kia Picanto S (PE),USED,Automatic,1.2,Front,Unleaded,5.8,4758,Grey / Black,"Cardiff, NSW",4,Hatchback,5,5,20444
198,Toyota,2007,RAV4,SUV,2007 Toyota RAV4 Cruiser L (4X4),USED,Manual,2.4,4WD,Unleaded,9.6,192415,Black / Grey,"Leichhardt, NSW",4,SUV,4,5,10999
199,Kia,2018,Carnival,Wagon,2018 Kia Carnival SLI,USED,Automatic,3.3,Front,Unleaded,11.6,76027,White / Two Tone Leather,"Elderslie, NSW",6,Wagon,4,8,41999
200,Toyota,2009,Camry,Sedan,2009 Toyota Camry Altise,USED,Automatic,2.4,Front,Unleaded,8.8,134916,Silver / Black,"Kurri Kurri, NSW",4,Sedan,4,5,9990
201,Holden,2015,Trax,SUV,2015 Holden Trax LTZ,USED,Automatic,1.4,Front,Unleaded,6.9,146059,Black / Black Leather,"Bankstown, NSW",4,SUV,4,5,11995
202,Nissan,2018,X-Trail,SUV,2018 Nissan X-Trail ST 7 Seat (2WD),USED,Automatic,2.5,Front,Unleaded,8.1,98754,Silver / Grey,"Taylors Beach, NSW",4,SUV,4,7,24888
203,Holden,2014,Commodore,Sedan,2014 Holden Commodore SV6,USED,Automatic,3.6,Rear,Unleaded,9.5,207234,Black / -,"Minchinbury, NSW",6,Sedan,4,5,19995
204,Fiat,2015,500,Hatchback,2015 Fiat 500 POP,USED,Manual,1.2,Front,Premium,5.1,79452,Red / -,"Minchinbury, NSW",4,Hatchback,3,4,9800
205,Mazda,2012,2,Hatchback,2012 Mazda 2 NEO,USED,Automatic,1.5,Front,Unleaded,6.8,139976,Silver / Black,"Lidcombe, NSW",4,Hatchback,5,5,12990
206,Mazda,2017,CX-5,SUV,2017 Mazda CX-5 Akera (4X4),USED,Automatic,2.5,AWD,Unleaded,7.5,37811,- / -,"Blacktown, NSW",4,SUV,4,5,39990
207,Hyundai,2017,Iload,Commercial,2017 Hyundai Iload 3S Liftback,USED,Automatic,2.5,Rear,Diesel,8.8,91989,White / Black,"Taylors Beach, NSW",4,Commercial,4,3,34990
208,Hyundai,2013,I30,Hatchback,2013 Hyundai I30 Premium,USED,Automatic,1.8,Front,Unleaded,6.9,107647,Red / Black,"Blacktown, NSW",4,Hatchback,5,5,16880
209,Volvo,2013,V60,Wagon,2013 Volvo V60 T4,USED,Automatic,1.6,Front,Premium,7.8,120720,Silver / Black,"Brookvale, NSW",4,Wagon,4,5,16880
210,Mazda,2015,6,Sedan,2015 Mazda 6 Touring,USED,Automatic,2.5,Front,Unleaded,6.6,201306,Red / -,"Five Dock, NSW",4,Sedan,4,5,12999
211,Kia,2022,Stonic,SUV,2022 Kia Stonic S,USED,Automatic,1.4,Front,Unleaded,6.7,12412,Blue / Grey,"Castle Hill, NSW",4,SUV,4,5,24990
212,Volkswagen,2014,Tiguan,SUV,2014 Volkswagen Tiguan 118 TSI (4X2),USED,Automatic,1.4,Front,Premium,7.3,85601,Black / Grey,"Croydon, NSW",4,SUV,4,5,17999
213,Hyundai,2017,Accent,Hatchback,2017 Hyundai Accent Sport,USED,Automatic,1.6,Front,Unleaded,6.6,153986,White / Black,"Minchinbury, NSW",4,Hatchback,5,5,16995
214,Toyota,2015,Camry,Sedan,2015 Toyota Camry Atara SX,USED,Automatic,2.5,Front,Unleaded,7.8,70759,Silver / Black,"North Narrabeen, NSW",4,Sedan,4,5,24990
215,Toyota,2023,Landcruiser,Ute / Tray,2023 Toyota Landcruiser 70 Series LC79 GXL,USED,Manual,4.5,AWD,Diesel,10.7,535,Gold / Grey,"Taree, NSW",8,Ute / Tray,4,5,119950
216,Toyota,1995,Corolla,Hatchback,1995 Toyota Corolla CSI Seca,USED,Automatic,1.6,Front,Unleaded,8.5,204004,Green / Black,"Wentworthville, NSW",4,Hatchback,5,5,2995
217,Ford,2016,Ranger,Ute / Tray,2016 Ford Ranger XL 3.2 (4X4),USED,Automatic,3.2,4WD,Diesel,8.8,226455,White / Grey,"Blacktown, NSW",5,Ute / Tray,4,5,26000
218,Suzuki,2019,Vitara,SUV,2019 Suzuki Vitara Turbo (2WD),USED,Automatic,1.4,Front,Premium,5.9,75607,Yellow / Black,"Port Macquarie, NSW",4,SUV,4,5,27990
219,Audi,2013,A3,Hatchback,2013 Audi A3 S/Back 1.4 Tfsi Attraction COD,USED,Automatic,1.4,Front,Premium,4.7,40260,White / -,"Rozelle, NSW",4,Hatchback,5,5,22800
220,Toyota,2018,Corolla,Hatchback,2018 Toyota Corolla Hybrid,USED,Automatic,1.8,Front,Hybrid,4.1,48825,Blue / -,"Belmore, NSW",4,Hatchback,5,5,27888
221,Ford,2014,Ranger,Ute / Tray,2014 Ford Ranger XLT 3.2 (4X4),USED,Automatic,3.2,4WD,Diesel,9.2,177060,White / Black,"Castle Hill, NSW",5,Ute / Tray,4,5,27990
222,Mitsubishi,2018,Triton,Ute / Tray,2018 Mitsubishi Triton GLS (4X4),USED,Manual,2.4,4WD,Diesel,7.2,91792,Red / Black,"Port Macquarie, NSW",4,Ute / Tray,4,5,39990
223,Citroen,2016,C4,SUV,2016 Citroen C4 Cactus Exclusive 1.6 E-HDI,USED,Automatic,1.6,Front,Diesel,3.6,83656,Black / -,"Roselands, NSW",4,SUV,4,5,17880
224,Peugeot,2014,2008,SUV,2014 Peugeot 2008 Active,USED,Automatic,1.6,Front,Premium,6.5,148600,Brown / -,"Minchinbury, NSW",4,SUV,4,5,14990
225,Holden,2019,Acadia,SUV,2019 Holden Acadia LT (2WD),USED,Automatic,3.6,Rear,Unleaded,8.9,40898,- / -,"Port Macquarie, NSW",6,SUV,4,7,32990
226,Subaru,2008,Forester,SUV,2008 Subaru Forester XS,USED,Manual,2.5,AWD,Unleaded,9.3,220235,Black / Black,"Minchinbury, NSW",4,SUV,4,5,8995
227,Mazda,2014,2,Hatchback,2014 Mazda 2 NEO Sport,USED,Automatic,1.5,Front,Unleaded,6.8,151436,Red / -,"Liverpool, NSW",4,Hatchback,5,5,12449
228,Holden,2009,Barina,Hatchback,2009 Holden Barina,USED,Automatic,1.6,Front,Unleaded,7.8,53202,Silver / Grey Cloth,"Elderslie, NSW",4,Hatchback,3,5,9999
229,Mercedes-Benz,2011,C220,Sedan,2011 Mercedes-Benz C220 CDI,USED,Automatic,2.1,Rear,Diesel,6.3,196245,Silver / -,"Blacktown, NSW",4,Sedan,4,5,12999
230,Honda,2018,Civic,Hatchback,2018 Honda Civic VTI-LX,USED,Automatic,1.5,Front,Unleaded,6.1,73511,Black / -,"Liverpool, NSW",4,Hatchback,5,5,35950
231,Mercedes-Benz,2010,E250,Sedan,2010 Mercedes-Benz E250 CGI Avantgarde,USED,Automatic,1.8,Rear,Premium,7.6,209809,Grey / -,"Chester Hill, NSW",4,Sedan,4,5,11999
232,Mercedes-Benz,2019,A200,Sedan,2019 Mercedes-Benz A200,USED,Automatic,1.3,Front,Premium,5.7,53241,White / -,"Campbelltown, NSW",4,Sedan,4,5,45000
233,Mercedes-Benz,2013,C250,Sedan,2013 Mercedes-Benz C250 Elegance BE,USED,Automatic,1.8,Rear,Premium,6.8,123517,Black / -,"Five Dock, NSW",4,Sedan,4,5,14999
234,Subaru,2019,Forester,SUV,2019 Subaru Forester 2.5I-S (awd),USED,Automatic,2.5,AWD,Unleaded,7.4,145821,Blue / Black,"Port Macquarie, NSW",4,SUV,4,5,32990
235,Ford,2019,Mustang,Hatchback,2019 Ford Mustang 2.3 Gtdi,USED,Automatic,2.3,Rear,Unleaded,9.5,27951,Black / Black,"Castle Hill, NSW",4,Hatchback,2,4,59990
236,Suzuki,2018,Swift,Hatchback,2018 Suzuki Swift GL Navigator,USED,Automatic,1.2,Front,Unleaded,4.8,66964,Red / Grey,"Croydon, NSW",4,Hatchback,5,5,18990
237,Hyundai,2017,I30,Hatchback,2017 Hyundai I30 Active,USED,Automatic,1.6,Front,Diesel,4.7,65737,White / -,"Moorebank, NSW",4,Hatchback,4,5,23990
238,Toyota,2019,Yaris,Hatchback,2019 Toyota Yaris Ascent,USED,Automatic,1.3,Front,Unleaded,6.4,41278,Grey / Grey,"Brookvale, NSW",4,Hatchback,5,5,24888
239,Toyota,2017,Tarago,Wagon,2017 Toyota Tarago GLI,USED,Automatic,2.4,Front,Unleaded,8.9,35766,White / -,"Belmore, NSW",4,Wagon,4,8,36990
240,Holden,2017,Colorado,Ute / Tray,2017 Holden Colorado LS (4X2),USED,Automatic,2.8,Rear,Diesel,8.8,233069,White / Black,"Cabramatta, NSW",4,Ute / Tray,4,5,21990
241,Audi,2016,A3,Sedan,2016 Audi A3 1.8 Tfsi Ambition,USED,Automatic,1.8,Front,Premium,5.6,105363,- / Black Leather,"Minchinbury, NSW",4,Sedan,4,5,24995
242,Kia,2014,Cerato,Sedan,2014 Kia Cerato S,USED,Automatic,1.8,Front,Unleaded,7.1,119130,Silver / Black,"Minchinbury, NSW",4,Sedan,4,5,14995
243,Subaru,2008,Outback,SUV,2008 Subaru Outback 2.5I,USED,Automatic,2.5,AWD,Unleaded,9.1,186419,Silver / Grey,"Yagoona, NSW",4,SUV,4,5,9999
244,Mitsubishi,2009,Triton,Ute / Tray,2009 Mitsubishi Triton GLX,USED,Automatic,2.5,Rear,Diesel,9.1,196264,White / Black Cloth,"Elderslie, NSW",4,Ute / Tray,2,3,13999
245,Nissan,2021,X-Trail,SUV,2021 Nissan X-Trail ST-L (4WD),USED,Automatic,2.5,4WD,Unleaded,8.3,30787,Blue / Grey,"Upper Ferntree Gully, VIC",4,SUV,4,5,38990
246,Mitsubishi,2016,Outlander,SUV,2016 Mitsubishi Outlander LS Safety Pack (4X4) 7 Seats,USED,Automatic,2.3,AWD,Diesel,5.8,112908,Grey / Grey,"Smeaton Grange, NSW",4,SUV,4,7,25990
247,MG,2022,MG3,Alto Blacktown MG,2022 MG MG3 Auto Core (with Navigation),NEW,Automatic,1.5,Front,Premium,6.7,15,White / Black & Grey Cloth,"Blacktown, NSW",4,Hatchback,5,5,19490
248,Suzuki,2016,Swift,Hatchback,2016 Suzuki Swift GL,USED,Automatic,1.4,Front,Unleaded,6.2,97437,Black / Black,"Minchinbury, NSW",4,Hatchback,5,5,14995
249,Volkswagen,2015,Golf,Hatchback,2015 Volkswagen Golf 90 TSI,USED,Automatic,1.4,Front,Premium,5.4,94375,White / Grey,"Artarmon, NSW",4,Hatchback,5,5,14888
250,Lexus,2018,IS350,Sedan,2018 Lexus IS350 F Sport,USED,Automatic,3.5,Rear,Premium,9.7,75921,White / -,"Penrith, NSW",6,Sedan,4,5,46950
251,Suzuki,2016,Grand,SUV,2016 Suzuki Grand Vitara Navigator (4X4),USED,Automatic,2.4,4WD,Unleaded,9.6,31393,White / -,"Auburn, NSW",4,SUV,2,4,27990
252,BMW,2022,M5,Sedan,2022 BMW M5 Competition LCI,USED,Automatic,4.4,AWD,Premium,10.5,8525,Blue / Beige,"Blacktown, NSW",8,Sedan,4,5,219880
253,Toyota,2010,Corolla,Sedan,2010 Toyota Corolla Ascent,USED,Automatic,1.8,Front,Unleaded,7.4,99026,Silver / Grey,"Southport, QLD",4,Sedan,4,5,12999
254,Nissan,2016,Pathfinder,SUV,2016 Nissan Pathfinder ST (4X4),USED,Automatic,3.5,4WD,Premium,10.2,127550,Blue / Black,"Kirrawee, NSW",6,SUV,4,7,21990
255,Suzuki,2010,Swift,Hatchback,2010 Suzuki Swift RE.4,USED,Automatic,1.5,Front,Unleaded,6.7,135594,Black / Black,"Lidcombe, NSW",4,Hatchback,5,5,10990
256,Lexus,2006,RX350,SUV,2006 Lexus RX350 Sports Luxury,USED,Automatic,3.5,4WD,Unleaded,17.2,199571,White / -,"Auburn, NSW",6,SUV,4,5,10990
257,Mazda,2016,2,Hatchback,2016 Mazda 2 Genki,USED,Automatic,1.5,Front,Unleaded,4.9,29220,Grey / Black,"Epping, VIC",4,Hatchback,5,5,24705
258,Holden,2008,Viva,Sedan,2008 Holden Viva,USED,Automatic,1.8,Front,Unleaded,8.8,104335,Black / -,"Minchinbury, NSW",4,Sedan,4,5,7995
259,Mazda,2017,BT-50,Ute / Tray,2017 Mazda BT-50 XT (4X4),USED,Automatic,3.2,4WD,Diesel,9.2,185244,Blue / -,"Molendinar, QLD",5,Ute / Tray,4,5,23990
260,Toyota,2018,RAV4,SUV,2018 Toyota RAV4 Cruiser (4X4),USED,Automatic,2.5,AWD,Unleaded,8.5,75113,White / -,"Waitara, NSW",4,SUV,4,5,38888
261,Honda,2018,CR-V,SUV,2018 Honda CR-V VTI-S (2WD),USED,Automatic,1.5,Front,Unleaded,7.3,51770,Red / Grey,"Lilydale, VIC",4,SUV,4,5,33999
262,Honda,2017,Civic,Hatchback,2017 Honda Civic RS,USED,Automatic,1.5,Front,Unleaded,6.1,94546,Black / Black,"Berwick, VIC",4,Hatchback,5,5,28999
263,Toyota,2007,Camry,Sedan,2007 Toyota Camry Grande,USED,Automatic,2.4,Front,Unleaded,9.9,176886,Silver / -,"Minchinbury, NSW",4,Sedan,4,5,11990
264,Holden,2018,Captiva,SUV,2018 Holden Captiva 7 LTZ (awd),USED,Automatic,2.2,AWD,Diesel,8.1,183378,Red / -,"Elderslie, NSW",4,SUV,4,7,16999
265,Mazda,2017,2,Hatchback,2017 Mazda 2 NEO,USED,Automatic,1.5,Front,Unleaded,5.5,106946,Grey / Black,"Liverpool, NSW",4,Hatchback,5,5,15778
266,MG,2022,MG3,Hatchback,2022 MG MG3 Auto Excite (with Navigation),USED,Automatic,1.5,Front,Premium,6.7,1446,White / Cloth,"Epping, VIC",4,Hatchback,5,5,22705
267,Nissan,2012,Almera,Sedan,2012 Nissan Almera TI,USED,Automatic,1.5,Front,Unleaded,6.7,144683,White / Grey,"Croydon, NSW",4,Sedan,4,5,12990
268,Hyundai,2021,Santa,SUV,2021 Hyundai Santa FE Crdi (awd),USED,Automatic,2.2,AWD,Diesel,6.1,54303,White / Black,"Carlton, NSW",4,SUV,4,7,40888
269,Mazda,2014,3,Hatchback,2014 Mazda 3 SP25 GT,USED,Manual,2.5,Front,Unleaded,6.5,143226,Silver / -,"Five Dock, NSW",4,Hatchback,5,5,12999
270,Mitsubishi,2017,Outlander,SUV,2017 Mitsubishi Outlander Exceed (4X4),USED,Automatic,2.3,AWD,Diesel,5.8,123952,White / Black,"Kirrawee, NSW",4,SUV,4,7,27996
271,Kia,2018,Sorento,SUV,2018 Kia Sorento GT-Line (4X4),USED,Automatic,2.2,AWD,Diesel,7.2,64720,White / Black,"Arncliffe, NSW",4,SUV,4,7,39990
272,Jeep,2015,Grand,SUV,2015 Jeep Grand Cherokee Laredo (4X2),USED,Automatic,3.6,Rear,Premium,10.1,98864,Red / Black,"Berwick, VIC",6,SUV,4,5,25999
273,Volvo,2012,C30,Hatchback,2012 Volvo C30 T5 R-Design,USED,Manual,2.5,Front,Premium,8.7,111965,Black / Black,"Cabramatta, NSW",5,Hatchback,3,4,16888
274,Mazda,2022,CX-5,SUV,2022 Mazda CX-5 Maxx Sport (fwd),USED,Automatic,2.5,Front,Unleaded,7.5,2734,Red / Black Cloth,"Berwick, VIC",4,SUV,4,5,41998
275,Holden,2018,Acadia,SUV,2018 Holden Acadia LTZ-V (2WD),USED,Automatic,3.6,Front,Unleaded,8.9,147886,White / Black,"Arncliffe, NSW",6,SUV,4,7,31990
276,Toyota,2021,Corolla,Hatchback,2021 Toyota Corolla Ascent Sport Hybrid,USED,Automatic,1.8,Front,Hybrid,4.2,46395,White / -,"Homebush, NSW",4,Hatchback,5,5,30888
277,Toyota,2022,Corolla,Hatchback,2022 Toyota Corolla Ascent Sport Hybrid,USED,Automatic,1.8,Front,Hybrid,4.2,9803,White / Black,"Lilydale, VIC",4,Hatchback,5,5,39999
278,Mazda,2017,CX-5,SUV,2017 Mazda CX-5 Touring (4X4),USED,Automatic,2.5,AWD,Unleaded,7.5,109787,Red / Black,"Upper Ferntree Gully, VIC",4,SUV,4,5,31990
279,Ford,2018,Ranger,Ute / Tray,2018 Ford Ranger XL 2.2 HI-Rider (4X2),USED,Automatic,2.2,Rear,Diesel,8.2,53362,White / -,"Granville, NSW",4,Ute / Tray,4,4,33950
280,Jeep,2015,Grand,SUV,2015 Jeep Grand Cherokee Blackhawk,USED,Automatic,3.6,4WD,Premium,10.4,52378,Red / -,"Greenacre, NSW",6,SUV,4,5,37800
281,Audi,2013,R8,Coupe,2013 Audi R8 4.2 FSI Quattro,USED,Automatic,4.2,AWD,Premium,13.3,39200,Black / -,"Sydney, NSW",8,Coupe,2,2,172300
282,Hyundai,2019,Santa,SUV,2019 Hyundai Santa FE Highlander Crdi Satin AWD,USED,Automatic,2.2,AWD,Diesel,7.5,83438,Blue / -,"Campbelltown, NSW",4,SUV,4,7,43990
283,Suzuki,2018,Swift,Hatchback,2018 Suzuki Swift GL Navigator,USED,Automatic,1.2,Front,Unleaded,4.8,95573,Silver / -,"Liverpool, NSW",4,Hatchback,5,5,16887
284,Toyota,2021,GR,Hatchback,2021 Toyota GR Yaris GR,USED,Manual,1.6,AWD,Premium,7.6,13515,White / Black Leather,"Berwick, VIC",3,Hatchback,3,4,52999
285,Volkswagen,2018,Golf,Wagon,2018 Volkswagen Golf 110 TSI Highline,USED,Automatic,1.4,Front,Premium,5.6,101393,Blue / Black,"Kirrawee, NSW",4,Wagon,4,5,24315
